config,n_features,max_cost,dev_ndcg,diff_vs_best,tied_with_best,pred_std,chosen
f5|random_forest|multibin,5,3,0.6745807528495789,-0.0024895034730434418,True,0.12615013405821596,False
f10|xgboost|binary,10,3,0.6745787858963013,-0.0024915074463933706,True,0.1966124765190694,False
f31|xgboost|multibin,31,3,0.6745703816413879,-0.002499906113371253,True,0.2056293623802664,False
f31|hist_gbdt|regression,31,3,0.6743647456169128,-0.002705618040636182,False,0.1933445313530014,False
f10|random_forest|multibin,10,3,0.6743533611297607,-0.0027169566601514816,False,0.21111239654573916,False
f3|xgboost|regression,3,2,0.674225389957428,-0.002844881732016802,False,0.15180877930804645,False
f31|lightgbm|multibin,31,3,0.6741339564323425,-0.0029362800996750593,False,0.2126823005838659,False
f31|catboost|regression,31,3,0.6740872263908386,-0.002983056241646409,False,0.21651991325691414,False
f3|elasticnet|regression,3,2,0.6740714311599731,-0.0029988535679876804,False,0.03754600896848327,False
f5|xgboost|multibin,5,3,0.6740362048149109,-0.0030340906232595444,False,0.18418701308825713,False
f5|catboost|binary,5,3,0.6740116477012634,-0.0030587089713662863,False,0.1969085583773147,False
f10|hist_gbdt|multibin,10,3,0.6740003228187561,-0.0030699947383254766,False,0.16597926025811544,False
f5|xgboost|regression,5,3,0.6739925742149353,-0.003077742177993059,False,0.17994989136233455,False
f10|random_forest|binary,10,3,0.6739810109138489,-0.003089290577918291,False,0.15750450844241523,False
f3|xgboost|multibin,3,2,0.6739663481712341,-0.0031039307359606028,False,0.17688246663647447,False
f5|hist_gbdt|regression,5,3,0.6738420128822327,-0.0032282478641718626,False,0.1714636052889412,False
f31|lightgbm|regression,31,3,0.6737256646156311,-0.0033446280285716057,False,0.2138178220777965,False
f5|random_forest|regression,5,3,0.6736534833908081,-0.0034167554695159197,False,0.12582155605535758,False
f5|random_forest|binary,5,3,0.673651397228241,-0.0034189093858003616,False,0.21093503059828703,False
f31|extra_trees|multibin,31,3,0.6736119985580444,-0.0034582887310534716,False,0.17567520365349068,False
f31|hist_gbdt|binary,31,3,0.6734467148780823,-0.003623544704169035,False,0.1469762455991571,False
f5|xgboost|binary,5,3,0.6733934879302979,-0.0036768100690096617,False,0.20558155675501358,False
f5|catboost|regression,5,3,0.6733773350715637,-0.0036930134519934654,False,0.16807060466493431,False
f3|random_forest|multibin,3,2,0.6733172535896301,-0.0037530038971453905,False,0.15192317373474407,False
f5|lightgbm|regression,5,3,0.6732685565948486,-0.003801736980676651,False,0.20020074992610096,False
f31|catboost|multibin,31,3,0.6732624173164368,-0.0038079300429672003,False,0.22328432031780163,False
f10|hist_gbdt|binary,10,3,0.6732378602027893,-0.0038323968183249235,False,0.219269833414735,False
f3|xgboost|binary,3,2,0.6732273697853088,-0.0038429442793130875,False,0.17105156443443242,False
f5|lightgbm|multibin,5,3,0.6732132434844971,-0.003857042407616973,False,0.19988106397788222,False
f31|random_forest|regression,31,3,0.6731916666030884,-0.0038786660879850388,False,0.23543445459150095,False
f31|catboost|binary,31,3,0.6731640696525574,-0.003906246740370989,False,0.16366563209158264,False
f31|hist_gbdt|multibin,31,3,0.6730961799621582,-0.003974159713834524,False,0.19166447404362624,False
f3|catboost|binary,3,2,0.67302006483078,-0.004050233401358128,False,0.17071784956906355,False
f31|random_forest|multibin,31,3,0.6730040311813354,-0.004066282417625189,False,0.1878306508588763,False
f3|random_forest|regression,3,2,0.6729592084884644,-0.004111104179173708,False,0.1716916032589715,False
f3|hist_gbdt|multibin,3,2,0.6729483008384705,-0.004122054670006037,False,0.17184535685370023,False
f31|xgboost|binary,31,3,0.6729310750961304,-0.004139245022088289,False,0.16974682180104506,False
f31|extra_trees|regression,31,3,0.6728586554527283,-0.004211674444377422,False,0.16240668777457,False
f31|lightgbm|binary,31,3,0.6728259325027466,-0.004244386218488216,False,0.2152974793775024,False
f5|hist_gbdt|binary,5,3,0.6728219389915466,-0.004248329438269138,False,0.039081673367561985,False
f3|hist_gbdt|regression,3,2,0.6727362871170044,-0.004334028344601393,False,0.17081491663560489,False
f10|mlp|regression,10,3,0.672592043876648,-0.004478272050619125,False,0.1502959921378113,False
f5|mlp|multibin,5,3,0.6725626587867737,-0.004507685080170631,False,0.182964115407648,False
f3|catboost|multibin,3,2,0.6723851561546326,-0.00468515045940876,False,0.03770330192954219,False
f31|extra_trees|binary,31,3,0.6723176836967468,-0.004752603825181723,False,0.11533932550107405,False
f3|catboost|regression,3,2,0.6722820997238159,-0.004788191057741642,False,0.03978970710353577,False
f3|hist_gbdt|binary,3,2,0.6722504496574402,-0.00481984531506896,False,0.172707172582382,False
f31|random_forest|binary,31,3,0.6720797419548035,-0.004990573041141033,False,0.12577991331166893,False
f3|random_forest|binary,3,2,0.672075092792511,-0.0049952357076108456,False,0.1049349960631033,False
f5|hist_gbdt|multibin,5,3,0.6720088124275208,-0.005061460193246603,False,0.17132062921245922,False
f3|mlp|binary,3,2,0.6719750165939331,-0.0050952197052538395,False,0.0393913276634978,False
f5|lightgbm|binary,5,3,0.6719242334365845,-0.005146102514117956,False,0.040498772559127996,False
f3|lightgbm|regression,3,2,0.6718553900718689,-0.005214884877204895,False,0.20262698745407215,False
f3|lightgbm|binary,3,2,0.6716829538345337,-0.005387353245168924,False,0.037870007335275166,False
f5|mlp|binary,5,3,0.671586275100708,-0.0054840585216879845,False,0.19566621133056966,False
f3|lightgbm|multibin,3,2,0.6712595224380493,-0.005810814909636974,False,0.03189122531591593,False
f10|mlp|binary,10,3,0.6711040139198303,-0.005966318305581808,False,0.1816994276782106,False
f5|mlp|regression,5,3,0.670977771282196,-0.006092557683587074,False,0.12818364239470456,False
f10|mlp|multibin,10,3,0.6709662079811096,-0.006104082800447941,False,0.08871387462356559,False
f31|mlp|multibin,31,3,0.670803427696228,-0.006266857031732798,False,0.17209678262463382,False
f3|mlp|multibin,3,2,0.67046058177948,-0.006609711330384016,False,0.03961404784910883,False
f31|mlp|binary,31,3,0.6703730821609497,-0.006697211880236864,False,0.17358883318711027,False
f31|mlp|regression,31,3,0.6702240705490112,-0.00684627378359437,False,0.08171238797543533,False
f3|mlp|regression,3,2,0.6701332330703735,-0.006937059573829174,False,0.040831056147596134,False
constant,0,0,0.6637718081474304,-0.013298545964062214,False,0.0,False
