config,n_features,max_cost,dev_ndcg,diff_vs_best,tied_with_best,pred_std,chosen
f31|logreg|binary,31,3,0.6799687147140503,-0.002891274867579341,False,0.14995643036563222,False
f3|xgboost|binary,3,2,0.6799652576446533,-0.0028947382234036922,False,0.16180466041374836,False
f3|xgboost|multibin,3,2,0.6799441576004028,-0.002915856195613742,False,0.1618766560523528,False
f31|catboost|binary,31,3,0.6798915863037109,-0.002968412358313799,False,0.155054712336858,False
f31|xgboost|binary,31,3,0.6798484325408936,-0.003011564491316676,False,0.1636011759207195,False
f5|random_forest|regression,5,3,0.6797647476196289,-0.003095281310379505,False,0.16148550269535522,False
f31|lightgbm|binary,31,3,0.6796773076057434,-0.0031826873309910297,False,0.15720906197243065,False
f3|random_forest|regression,3,2,0.6796292066574097,-0.0032307233195751905,False,0.16451829935622955,False
f5|random_forest|binary,5,3,0.6794837713241577,-0.0033763109240680933,False,0.1575754658029307,False
f5|catboost|binary,5,3,0.6793638467788696,-0.0034961611963808537,False,0.15469885006696776,False
f10|random_forest|binary,10,3,0.6793444156646729,-0.003515527117997408,False,0.1508003592183382,False
f10|xgboost|binary,10,3,0.6793152689933777,-0.003544757142663002,False,0.1580536644988332,False
f31|hist_gbdt|binary,31,3,0.6792648434638977,-0.0035951354075223207,False,0.15750333082654114,False
f31|extra_trees|binary,31,3,0.6791461110115051,-0.0037139025516808033,False,0.16501899740422946,False
f10|catboost|binary,10,3,0.679140567779541,-0.0037194269243627787,False,0.1666065429106095,False
f10|hist_gbdt|regression,10,3,0.6791160106658936,-0.003744024783372879,False,0.15778295589953234,False
f3|catboost|binary,3,2,0.6789755821228027,-0.0038844167720526457,False,0.16069693062056736,False
f3|random_forest|binary,3,2,0.6789142489433289,-0.003945738542824984,False,0.1599986388844435,False
f10|lightgbm|binary,10,3,0.6787618398666382,-0.0040981341153383255,False,0.1494341199690325,False
f31|random_forest|binary,31,3,0.678678035736084,-0.004181958269327879,False,0.16666820218743336,False
f3|lightgbm|binary,3,2,0.6786744594573975,-0.004185566678643227,False,0.1692942719706026,False
f3|hist_gbdt|regression,3,2,0.678555965423584,-0.004304041620343924,False,0.14801712728675198,False
f5|xgboost|binary,5,3,0.6784387230873108,-0.004421306308358908,False,0.15477565978259075,False
f5|lightgbm|binary,5,3,0.6784192323684692,-0.004440746735781431,False,0.16229359797758036,False
f5|mlp|multibin,5,3,0.6783555150032043,-0.004504490178078413,False,0.16132802139671595,False
f3|hist_gbdt|multibin,3,2,0.6783016920089722,-0.0045583201572299,False,0.15469251963081665,False
f5|hist_gbdt|regression,5,3,0.67824786901474,-0.004612163174897432,False,0.15737298164993918,False
f10|hist_gbdt|binary,10,3,0.6778502464294434,-0.005009760614484549,False,0.13943086250935752,False
f5|hist_gbdt|binary,5,3,0.6772448420524597,-0.00561513239517808,False,0.15496583329436442,False
f3|hist_gbdt|binary,3,2,0.6770076751708984,-0.005852272268384695,False,0.1451799868274012,False
f5|mlp|binary,5,3,0.6768563389778137,-0.006003640126436949,False,0.13743993258326,False
f31|mlp|multibin,31,3,0.6768190860748291,-0.006040915846824646,False,0.1654524446099658,False
f31|mlp|binary,31,3,0.6766085624694824,-0.006251417100429535,False,0.15284027422603016,False
f10|mlp|binary,10,3,0.6763558387756348,-0.006504127290099859,False,0.15394617033827687,False
f31|mlp|regression,31,3,0.6762105226516724,-0.006649513728916645,False,0.134580773083975,False
f10|mlp|regression,10,3,0.6759611368179321,-0.006898817140609026,False,0.14889958619103022,False
f10|mlp|multibin,10,3,0.6755383014678955,-0.0073217228055000305,False,0.1452689910796238,False
f3|mlp|regression,3,2,0.6753406524658203,-0.007519322447478771,False,0.16144640402859403,False
f3|mlp|binary,3,2,0.6752374768257141,-0.007622506935149431,False,0.1325755802665243,False
f5|mlp|regression,5,3,0.6747399568557739,-0.008120037615299225,False,0.15491537302311728,False
constant,0,0,0.6692682504653931,-0.013591751456260681,False,0.0,False
