n_features,dropped,cost,dev_ndcg,features,tied_with_best,chosen
21,zscore_margin_bm25,lookup,0.6817773580551147,ql|query_centroid_cos|top_score_bm25|margin_bm25|entropy_bm25|autocorr_bm25|apair_ratio_bm25|top_score_dense|sigma_k_dense|margin_dense|smv_dense|entropy_dense|robust_sigma_dense|zscore_margin_dense|autocorr_dense|apair_ratio_dense|jaccard|kendall_tau|d_entropy|d_smv|d_sigma_k,False,False
20,d_sigma_k,lookup,0.6820114254951477,ql|query_centroid_cos|top_score_bm25|margin_bm25|entropy_bm25|autocorr_bm25|apair_ratio_bm25|top_score_dense|sigma_k_dense|margin_dense|smv_dense|entropy_dense|robust_sigma_dense|zscore_margin_dense|autocorr_dense|apair_ratio_dense|jaccard|kendall_tau|d_entropy|d_smv,False,False
19,d_smv,lookup,0.6821746230125427,ql|query_centroid_cos|top_score_bm25|margin_bm25|entropy_bm25|autocorr_bm25|apair_ratio_bm25|top_score_dense|sigma_k_dense|margin_dense|smv_dense|entropy_dense|robust_sigma_dense|zscore_margin_dense|autocorr_dense|apair_ratio_dense|jaccard|kendall_tau|d_entropy,True,False
18,top_score_bm25,scores,0.6825727820396423,ql|query_centroid_cos|margin_bm25|entropy_bm25|autocorr_bm25|apair_ratio_bm25|top_score_dense|sigma_k_dense|margin_dense|smv_dense|entropy_dense|robust_sigma_dense|zscore_margin_dense|autocorr_dense|apair_ratio_dense|jaccard|kendall_tau|d_entropy,True,False
17,margin_dense,scores,0.6827423572540283,ql|query_centroid_cos|margin_bm25|entropy_bm25|autocorr_bm25|apair_ratio_bm25|top_score_dense|sigma_k_dense|smv_dense|entropy_dense|robust_sigma_dense|zscore_margin_dense|autocorr_dense|apair_ratio_dense|jaccard|kendall_tau|d_entropy,True,False
16,entropy_bm25,scores,0.6827688813209534,ql|query_centroid_cos|margin_bm25|autocorr_bm25|apair_ratio_bm25|top_score_dense|sigma_k_dense|smv_dense|entropy_dense|robust_sigma_dense|zscore_margin_dense|autocorr_dense|apair_ratio_dense|jaccard|kendall_tau|d_entropy,True,False
15,zscore_margin_dense,lookup,0.6827688813209534,ql|query_centroid_cos|margin_bm25|autocorr_bm25|apair_ratio_bm25|top_score_dense|sigma_k_dense|smv_dense|entropy_dense|robust_sigma_dense|autocorr_dense|apair_ratio_dense|jaccard|kendall_tau|d_entropy,True,False
14,autocorr_dense,embed,0.682295560836792,ql|query_centroid_cos|margin_bm25|autocorr_bm25|apair_ratio_bm25|top_score_dense|sigma_k_dense|smv_dense|entropy_dense|robust_sigma_dense|apair_ratio_dense|jaccard|kendall_tau|d_entropy,True,False
13,sigma_k_dense,scores,0.6825248003005981,ql|query_centroid_cos|margin_bm25|autocorr_bm25|apair_ratio_bm25|top_score_dense|smv_dense|entropy_dense|robust_sigma_dense|apair_ratio_dense|jaccard|kendall_tau|d_entropy,True,False
12,jaccard,scores,0.6823619604110718,ql|query_centroid_cos|margin_bm25|autocorr_bm25|apair_ratio_bm25|top_score_dense|smv_dense|entropy_dense|robust_sigma_dense|apair_ratio_dense|kendall_tau|d_entropy,True,False
11,apair_ratio_dense,embed,0.6823696494102478,ql|query_centroid_cos|margin_bm25|autocorr_bm25|apair_ratio_bm25|top_score_dense|smv_dense|entropy_dense|robust_sigma_dense|kendall_tau|d_entropy,True,False
10,entropy_dense,scores,0.6826794147491455,ql|query_centroid_cos|margin_bm25|autocorr_bm25|apair_ratio_bm25|top_score_dense|smv_dense|robust_sigma_dense|kendall_tau|d_entropy,True,False
9,autocorr_bm25,embed,0.6829853057861328,ql|query_centroid_cos|margin_bm25|apair_ratio_bm25|top_score_dense|smv_dense|robust_sigma_dense|kendall_tau|d_entropy,True,False
8,kendall_tau,scores,0.6833187937736511,ql|query_centroid_cos|margin_bm25|apair_ratio_bm25|top_score_dense|smv_dense|robust_sigma_dense|d_entropy,True,False
7,apair_ratio_bm25,embed,0.6827429533004761,ql|query_centroid_cos|margin_bm25|top_score_dense|smv_dense|robust_sigma_dense|d_entropy,True,False
6,margin_bm25,scores,0.6823055744171143,ql|query_centroid_cos|top_score_dense|smv_dense|robust_sigma_dense|d_entropy,True,False
5,top_score_dense,scores,0.6824184656143188,ql|query_centroid_cos|smv_dense|robust_sigma_dense|d_entropy,True,False
4,query_centroid_cos,embed,0.6822648048400879,ql|smv_dense|robust_sigma_dense|d_entropy,True,True
3,robust_sigma_dense,scores,0.6813376545906067,ql|smv_dense|d_entropy,False,False
